0.9990751,0.01472167,0.04038749,-0.001033466,0.9999987,0.000548902,0.001481194,8.33E-06,0.9999966,0.000902153,0.002434333,1.37E-05,0.999175,0.01416877,0.03806026,0.000214162,0.9898407,-0.0276476,0.1384047,0.01717635,0.9960585,-0.06209567,-0.05473382,0.03187242,0.9993185,-0.003508796,-0.03673855,-0.000677503,0.8604371,0.1650851,0.2166557,0.4306453,0.5221294,0.7538871,-0.3661066,0.1581175,0.9528531,0.2440728,0.10832,-0.1441048,0.9968165,-0.04374407,-0.01895969,0.06390503,0.8249866,-0.3041379,0.05073731,-0.4736275,0.5921152,-0.7470862,-0.2686766,-0.1381112,0.9424596,-0.2049049,0.1378885,0.2253234,0.9863243,-0.008990535,0.08083934,-0.1433473,0.9866717,-0.1602148,0.02842624,0.001367701,0.9640665,0.1801428,-0.09968442,0.1678907,0.9999988,0.000611672,-0.001385555,0.000356502,0.9807127,0.06480338,0.1290193,0.1317464,0.9935069,0.09111538,-0.06787772,0.005884204,0.9867854,-0.02045818,-0.00742314,-0.1605643,0.9999996,-0.000500281,0.000684084,-0.000203416
0.9990947,0.01409147,0.04012952,-0.000835542,0.9999988,0.000525132,0.001468359,2.16E-05,0.9999967,0.000863441,0.002414095,3.55E-05,0.9991847,0.01367382,0.03798105,0.00055871,0.9894906,-0.02792579,0.1407874,0.01753547,0.9962449,-0.06257873,-0.05021403,0.03253646,0.9993288,-0.003441966,-0.03645309,-0.001097912,0.8607959,0.1648228,0.216286,0.4302144,0.521492,0.7541542,-0.3666031,0.1577963,0.952832,0.2443878,0.1082427,-0.1437679,0.9968806,-0.04282863,-0.01894622,0.06352862,0.8246744,-0.3045832,0.05068788,-0.4738902,0.5921861,-0.7472713,-0.2682477,-0.137639,0.94257,-0.204563,0.1375411,0.2253844,0.9862908,-0.009288476,0.08081232,-0.1435746,0.9866377,-0.1604279,0.02841163,0.001341148,0.9645398,0.178161,-0.09862854,0.1679108,0.9999983,0.000718605,-0.001640512,0.000473875,0.980761,0.06465426,0.1287758,0.1316983,0.9935409,0.09062957,-0.06804474,0.005706527,0.986773,-0.0205132,-0.0074376,-0.1606335,0.9999996,-0.000461741,0.000789284,-0.000106485
0.9991038,0.01358864,0.04008424,-0.000423081,0.9999988,0.000507534,0.001468003,3.57E-05,0.9999967,0.000834638,0.002413754,5.87E-05,0.9991876,0.01327071,0.03804094,0.000925761,0.9893678,-0.02790172,0.1416688,0.0174043,0.9963475,-0.06234276,-0.0486018,0.03229245,0.9993417,-0.003244443,-0.03610095,-0.001523428,0.860872,0.164323,0.216197,0.4302979,0.5212262,0.7544414,-0.3666143,0.1572746,0.9528527,0.2445903,0.1081888,-0.143327,0.996935,-0.04200546,-0.01918289,0.06315277,0.8244093,-0.3049363,0.05057754,-0.4741361,0.5920558,-0.7474889,-0.268144,-0.1372187,0.9427958,-0.2044084,0.1370803,0.2248605,0.986288,-0.009401943,0.08074342,-0.1436246,0.9866155,-0.1605534,0.02847067,0.00133437,0.9647813,0.1771621,-0.09815056,0.1678601,0.9999982,0.000723046,-0.001717889,0.000529021,0.9807842,0.06452124,0.1284783,0.1318811,0.9935629,0.09037883,-0.06808422,0.00539375,0.9867653,-0.02069109,-0.007384351,-0.1606599,0.9999996,-0.000343238,0.000790435,-4.55E-05
0.9990914,0.0134417,0.04044216,-0.00026904,0.9999987,0.000502234,0.00148631,3.96E-05,0.9999967,0.000825702,0.002443176,6.51E-05,0.99918,0.01307103,0.03830779,0.001021952,0.9894035,-0.02775025,0.1414964,0.01701222,0.996384,-0.06181423,-0.0490066,0.03156548,0.9993411,-0.003164701,-0.03612247,-0.001591165,0.8606828,0.1637011,0.2165179,0.4307518,0.5210614,0.7546579,-0.3665971,0.1568217,0.9529011,0.2445842,0.1082058,-0.1430022,0.9969472,-0.04167617,-0.01953356,0.0630697,0.8242561,-0.3051338,0.05038746,-0.4742957,0.59207,-0.747594,-0.2679471,-0.1369696,0.943076,-0.2044056,0.1364987,0.2240406,0.9862733,-0.009357797,0.08059341,-0.1438123,0.9866152,-0.1605318,0.02860555,0.001299374,0.9648817,0.1766746,-0.09804225,0.1678599,0.9999983,0.00071616,-0.001648296,0.000499123,0.9808308,0.06447381,0.1282774,0.1317533,0.9935797,0.09021562,-0.06806679,0.005244147,0.9867733,-0.02070795,-0.007265763,-0.1606143,0.9999996,-0.000370724,0.000743035,-8.02E-05
0.9990765,0.01357286,0.04076792,-0.000146664,0.9999987,0.000505126,0.001498294,3.58E-05,0.9999966,0.000830269,0.002462326,5.88E-05,0.9991741,0.01308504,0.03846002,0.000919222,0.9895177,-0.02755589,0.1407853,0.01658068,0.9963738,-0.06123954,-0.05042288,0.03076573,0.9993416,-0.00342277,-0.03609185,-0.001407097,0.8603652,0.1635179,0.2165963,0.4314159,0.521436,0.7546769,-0.366151,0.1565268,0.9529124,0.244654,0.1082053,-0.142807,0.9969255,-0.04190754,-0.0196301,0.06322845,0.8239852,-0.3055634,0.0500361,-0.474527,0.5923554,-0.747596,-0.2674446,-0.1367067,0.943217,-0.2047705,0.135781,0.2235497,0.9862877,-0.009427619,0.08022872,-0.1439132,0.9866471,-0.1603298,0.02863813,0.001307489,0.9648925,0.1763814,-0.09821706,0.1680046,0.9999989,0.000601148,-0.001326733,0.000385015,0.980871,0.06448805,0.127948,0.1317676,0.9935952,0.0900402,-0.06807973,0.005133278,0.9867737,-0.02077498,-0.007041793,-0.1606124,0.9999998,-0.000318737,0.000578083,-9.85E-05
0.99907,0.01362185,0.04090636,-0.000299347,0.9999987,0.000506873,0.001502755,3.10E-05,0.9999966,0.000833052,0.002469462,5.10E-05,0.9991717,0.01310043,0.03851677,0.000795828,0.989675,-0.02724856,0.139786,0.01614625,0.9963428,-0.06048938,-0.05238727,0.02996084,0.9993404,-0.00345411,-0.03612243,-0.001378471,0.8600749,0.1636264,0.2163861,0.4320586,0.5217797,0.7546088,-0.3658428,0.156431,0.953001,0.2445259,0.1080598,-0.142546,0.9969118,-0.04209895,-0.01953205,0.06334803,0.8238423,-0.3059932,0.04974917,-0.4745282,0.5927978,-0.7474393,-0.2668811,-0.1367477,0.9434436,-0.2057186,0.1341045,0.2227331,0.986288,-0.009633151,0.07970863,-0.1441858,0.9866905,-0.1601095,0.02837551,0.001248585,0.9651044,0.1754387,-0.09765779,0.1681001,0.999999,0.000584518,-0.001245501,0.00037319,0.9809571,0.06464401,0.127473,0.1315104,0.9935881,0.09013142,-0.06807175,0.005031031,0.9867875,-0.02089088,-0.006859082,-0.1605212,0.9999998,-0.000433563,0.000490747,-0.00017213
0.9990671,0.0137199,0.04094711,-0.000380865,0.9999987,0.00051089,0.001503438,2.71E-05,0.9999966,0.000839616,0.002470506,4.45E-05,0.9991708,0.01318795,0.03851237,0.000693805,0.9898432,-0.02688622,0.1387072,0.01574219,0.9963014,-0.05966719,-0.05449925,0.0292123,0.9993413,-0.003320123,-0.03611558,-0.001257836,0.8600232,0.1639632,0.2161801,0.4321369,0.5219691,0.7545776,-0.3656863,0.1563148,0.9530747,0.2443302,0.1080214,-0.1424174,0.9968987,-0.04218468,-0.0196495,0.06346243,0.8236551,-0.3065408,0.04956037,-0.4745195,0.5930294,-0.7474316,-0.2664597,-0.1366063,0.9438505,-0.206384,0.1317548,0.2217939,0.9863088,-0.009747297,0.07929102,-0.144266,0.9867467,-0.1598249,0.02802356,0.001231565,0.96446,0.1784115,-0.09881034,0.1679964,0.9999992,0.000543019,-0.001139999,0.000311314,0.9809876,0.065119,0.1271529,0.1313582,0.9935938,0.09001251,-0.06814872,0.004988885,0.9867986,-0.02072501,-0.006723651,-0.1604797,0.9999998,-0.000503751,0.000418451,-0.000243097
0.9990705,0.01371144,0.04086441,-0.000409279,0.9999987,0.000513271,0.001504713,2.56E-05,0.9999966,0.000843493,0.002472506,4.20E-05,0.9991699,0.01323774,0.03852054,0.000655481,0.9899842,-0.0266094,0.1377879,0.01541932,0.9962567,-0.05903611,-0.0562907,0.02861413,0.9993388,-0.002919823,-0.03621871,-0.001233428,0.8600427,0.1642361,0.2159638,0.4321027,0.5221083,0.7544206,-0.3657534,0.1564514,0.9530596,0.2442513,0.1080725,-0.1426153,0.9968848,-0.04233685,-0.01988015,0.06350686,0.8234613,-0.3072028,0.04938315,-0.4744461,0.5930687,-0.7475899,-0.2660969,-0.1362764,0.9444611,-0.2061833,0.1293444,0.2207981,0.9863419,-0.009681142,0.07878534,-0.1443219,0.986782,-0.1596253,0.02792196,0.001207866,0.9646284,0.177555,-0.09845399,0.1681459,0.9999992,0.000558739,-0.001041593,0.000278683,0.9810244,0.06514914,0.1269677,0.1312482,0.9935659,0.09018923,-0.06831235,0.005116378,0.9867908,-0.0205696,-0.006423604,-0.1605606,0.9999998,-0.00054506,0.000285014,-0.000285538
0.9990724,0.01374083,0.04080752,-0.000468854,0.9999987,0.000516504,0.001505962,2.30E-05,0.9999966,0.000848771,0.002474473,3.78E-05,0.9991688,0.01330625,0.03852568,0.000588832,0.9900834,-0.02636886,0.1371401,0.01523847,0.9962234,-0.05854202,-0.05755015,0.02827917,0.9993317,-0.002720497,-0.03643607,-0.001100956,0.8601213,0.164674,0.2159015,0.4318106,0.5223525,0.754276,-0.3656229,0.1566386,0.9529623,0.2443288,0.1082452,-0.1430009,0.9968587,-0.0426112,-0.02032504,0.06359086,0.8233925,-0.3075918,0.04943284,-0.4743086,0.5931299,-0.7475457,-0.2659988,-0.1364444,0.9451386,-0.2058975,0.1272356,0.2193866,0.9863693,-0.009591925,0.07824908,-0.1444324,0.9868327,-0.159272,0.02813324,0.001433161,0.9646277,0.1775213,-0.09848136,0.1681692,0.9999994,0.000542503,-0.001002925,0.000189642,0.9810599,0.06505256,0.1268919,0.1311039,0.9935276,0.090548,-0.06837562,0.005367988,0.9867662,-0.02048782,-0.006237142,-0.1607292,0.9999998,-0.000555201,0.000215015,-0.000300095
0.9990698,0.01375798,0.04086641,-0.000456073,0.9999987,0.000516398,0.001505552,2.16E-05,0.9999966,0.000848591,0.002473829,3.56E-05,0.999169,0.0133027,0.0385219,0.000554192,0.9901366,-0.02611353,0.1368204,0.01509226,0.9962246,-0.0580111,-0.05819606,0.02800829,0.9993296,-0.002511855,-0.03651143,-0.000991968,0.8602173,0.1647462,0.2156924,0.4316961,0.522521,0.7541625,-0.3655884,0.1567032,0.9528741,0.2445082,0.1084238,-0.1431469,0.9968508,-0.04262758,-0.02065405,0.06359772,0.8234199,-0.3078485,0.04946926,-0.4740904,0.5929297,-0.747704,-0.2660643,-0.1363194,0.9456652,-0.2057713,0.1257747,0.2180738,0.9863846,-0.009398804,0.07815462,-0.1443913,0.986844,-0.1591543,0.02838884,0.001711289,0.9644435,0.1783797,-0.09889943,0.1680722,0.9999993,0.000586021,-0.000981073,0.000159609,0.9810134,0.0651347,0.1272488,0.1310645,0.9934475,0.09130239,-0.06851169,0.005662328,0.9867415,-0.02063537,-0.006086684,-0.1608674,0.9999998,-0.000592556,0.000131469,-0.000394899
